Media Source,Sentence,Date,Type,"Contained ""massacre""","Contained ""horrific""","Contained ""slaughter"""
NYT,"s senate testimony on tuesday.\n\npresident biden’s secretaries of state and defense appealed to senators on tuesday not to split up a sweeping $105 billion package of aid assembled to address the wars in ukraine and gaza, as well as threats to the indo-pacific region and along the u.s.-mexico border.\n\n“for our adversaries, be they states or nonstates, this is all one fight,” said antony j. blinken, the secretary of state. “if we start to peel off pieces of this package, they will see that, they will understand that we are playing whack-a-mole, while they cooperate increasingly.”\n\nmr. blinken and the defense secretary, lloyd d. austin, appeared before a senate committee that is trying to craft an emergency spending package that reflects president biden’s requests. it was the first time either cabinet official had spoken publicly on capitol hill since hamas killed 1,400 israelis in attacks early this month, causing israel to retaliate with a siege, a weekslong bombardment and, most recently, a ground invasion of the gaza strip.\n\nisrael’s campaign has caused an international outcry, including from the united nations, which has warned about the toll of the war on civilians, who are running out of food, medicine and clean water. more than 8,000 palestinians have been killed in airstrikes since israel began retaliating, according to gaza’s hamas-run ministry of health.\n\nprotesters made up about one-third of the audience in the senate chamber, sitting with red-painted palms raised and interrupting the cabinet officials’ testimony with a series of demonstrations calling for a cease-fire.\n\nthe biden administration has stood with israel in resisting current calls for a cease-fire, arguing that it would give hamas too much time to regroup. “that would simply consolidate what hamas has been able to do,” mr. blinken said.\n\nstill, u.s. officials have urged israel to consider pauses in their military campaign to ensure more aid can get to palestinians. they have warned that rising anger against israel across the region could prompt iran-backed groups like hezbollah to open a second front in the conflict.\n\n“without swift and sustained humanitarian relief, the conflict is much more likely to spread,” mr. blinken said.\n\nmr. austin, similarly, argued there was a “moral, and operational, and strategic imperative” to take the needs of palestinian civilians into consideration. “if we fail to do that, it will create a bigger problem,” he said.\n\nmr. blinken said the need for aid shipments to gaza was “beyond urgent” and expressed the hope that the pace of shipments would soon reach 100 aid trucks per day, possibly this week. even that level was inadequate to meet the needs of the more than two million palestinians who live in gaza, he said. at least 500 trucks of goods were entering gaza each day before the war.\n\nmr. blinken also blamed hamas for blocking the departure of 400 americans and their families from the gaza strip.\n\nbut the political climate on capitol hill hung over much of the hearing, as democrats raised republican talking points against elements of the aid package and asked the cabinet officials to rebut them.\n\nsenator patty murray, democrat of washington and the panel’s chairwoman, encouraged mr. blinken to address republican concerns that aid for palestinian civilians would not end up flowing to hamas’s military wing.\n\nmr. blinken said that egyptian and israeli security officials were able to inspect the shipments and that there were no reports from the united nations or israel that the aid entering gaza was being diverted away from civilians. he added that the united states was working on ways to ship fuel to gaza exclusively for humanitarian purposes, like powering hospitals and water-desalination plants.\n\nmr. blinken and mr. austin made the case that israel’s fight against hamas, which has controlled gaza since 2007, should not be dissociated from the war in ukraine, given the increasingly close alliance between iran, which has long supported hamas, and russia.\n\nthat logic has been challenged by the house, where the new speaker, mike johnson, republican of louisiana, is having lawmakers vote on a stand-alone aid package for israel this week. he has not said when similar funding for ukraine might come to the floor.\n\nleading senate republicans have criticized the house’s approach, arguing that backpedaling on ukraine would only worsen israel’s security.\ngaya gupta\noct. 31, 2023, 5:24 p.m. etoct. 31, 2023\noct. 31, 2023, 5:24 p.m. et\n\ngaya gupta\n\nal jazeera said the israeli strike in jabaliya killed 19 family members of one of its video engineers, mohamed abu al-qumsan. al-qumsan’s father, two sisters, brother, two sisters-in-law, uncle and 12 nieces and nephews were killed in what the media outlet condemned as “heinous and indiscriminate israeli bombing.”\ngaya gupta\noct. 31, 2023, 5:24 p.m. etoct. 31, 2023\noct. 31, 2023, 5:24 p.m. et\n\ngaya gupta\n\nlast week, the wife, son, daughter and infant grandson of al jazeera’s gaza bureau chief were slain in an israeli strike on the nuseirat refugee camp in central gaza, where they had been sheltering.\noct. 31, 2023, 4:54 p.m. etoct. 31, 2023\noct. 31, 2023, 4:54 p.m. et\n\nvivian nereim and saeed al-batati\n\nreporting from riyadh, saudi arabia, and al mukalla, yemen\nyemen’s houthi militia claims to have launched an attack on israel.\nimage\nhouthi soldiers, wearing camouflage, on a trailer carrying a large rocket painted yellow and green.\na military parade in sana, yemen, last month. credit...mohammed hamoud/getty images\nhouthi soldiers, wearing camouflage, on a trailer carrying a large rocket painted yellow and green.\n\nyemen’s houthi militia claimed an attempted attack on southern israel on tuesday, saying it had launched a “large batch” of ballistic and cruise missiles as well as drones toward israeli targets.\n\nthe iran-backed militia carried out the attempted assault in response to what it called “brutal israeli-american aggression” in gaza, the houthi military spokesman, yahya sarea, said on the social media platform x. mr. sarea said the attack was the third operation conducted by the houthis “in support of our persecuted brothers in palestine,” and threatened further missile and drone assaults.\n\nthe times could not independently verify the houthi claims.\n\non tuesday, the israeli military said its aerial defense system had intercepted a surface-to-surface missile fired toward israel “from the area of the red sea.” it said it had also intercepted other “aerial threats” in the area, none of which entered israeli territory.\n\nthe israeli military did not say who was behind the attacks. but a senior official in the u.s. department of defense, speaking on the condition of anonymity, said the israeli military had intercepted missiles launched from yemen that had a range of around 1,200 miles.\n\nyemeni analysts said the attack, despite being thwarted, demonstrated the expanding capabilities of the houthis, an iran-backed militia that took over the yemeni capital, sana, in 2014. after an unsuccessful attempt by a saudi-led military coalition to rout it, the group now rules much of northern yemen. it has also become an important arm of iran’s so-called “axis of resistance,” which includes the lebanese militia hezbollah and armed groups in iraq.\n\n“the houthis stepping into the battlefield, even in a symbolic manner, sends a clear message to israel — an unmistakable indication that a new force has emerged against it in the region,” said ahmed nagi, a senior yemen analyst at the international crisis group. diversifying the source of attacks on israel is a key strategy for the axis of resistance that is “designed to confound israel and deter the broadening of its ground military operations in gaza,” he said.\n\nsupport for the palestinian cause and hostility toward israel has long been a pillar of the houthi narrative. since the israeli military began its bombardment of gaza — responding to the oct. 7 attacks by hamas, the iran-backed armed group that controls gaza — houthi leaders have issued repeated threats to enter the fray. last week, abdulaziz bin habtour, prime minister of the houthi government, said the houthis might attack israeli ships in the red sea.\n\nin 2015, when the saudi-led military intervention in yemen began, the houthis didn’t even have the capability to carry out drone strikes, said farea al-muslimi, a research fellow at chatham house’s middle east and north africa program. but in the years that followed, they built up their capacity, with iranian support.\n\nlast year, attacks claimed by the houthis in the capital of the united arab emirates, abu dhabi — more than 700 miles from northern yemen — killed three people.\n\nisrael has begun to see the houthis as a threat in recent years, said daniel sobelman, a research fellow at harvard kennedy school’s middle east initiative who focuses on iran’s axis of resistance. in 2020, israel deployed iron dome batteries near the southern town of eilat after it assassinated a top iranian nuclear scientist, “fearing that the retaliation would come from yemen,” he said.\n\neven the potential of houthi attacks on southern israel means that “israel must now allocate capabilities that otherwise would have been used elsewhere,” mr. sobelman said.\n\nbut the extent to which the houthis present serious risks to israel is unclear, mr. nagi said.\n\ndespite the growth in their military capabilities, the houthis control a deeply impoverished territory torn apart by war. the israeli military, in contrast, maintains high-tech air defense systems and is backed by staunch u.s. government support.\n\nthat asymmetry also characterized the houthis’ conflict with saudi arabia. between 2015 and 2021, more than 1,000 missiles and drones launched by the houthis at saudi arabia were largely thwarted, killing around 120 people in total, according to saudi authorities. by comparison, airstrikes carried out by the saudi-led coalition in yemen, many of them by squadrons relying on u.s. support, killed more than 20,000 people, experts estimate.\nkaren zraick\nemma bubola\noct. 31, 2023, 4:13 p.m. etoct. 31, 2023\noct. 31, 2023, 4:13 p.m. et\n\nkaren zraick and emma bubola\ngazans’ access to water dwindles amid the siege by israel.\nimage\na view of rows of tents. a light illuminates the entrance to one of the tents.\ncamps set up by unrwa, the agency that aids palestinians, in khan younis, gaza.credit...samar abu elouf for the new york times\na view of rows of tents. a light illuminates the entrance to one of the tents.\nimage\nchildren playing with a ball outside.\nchildren playing at a refugee camp set up by unrwa, the u.n. agency that aids palestinians, in khan younis, gaza.credit...samar abu elouf for the new york times\nchildren playing with a ball outside.\nimage\npeople sit on the floor around a battery and surge strips, charging cellphones.\npalestinians charging their phones in a displacement camp set up by unrwa in khan younis.credit...samar abu elouf for the new york times\npeople sit on the floor around a battery and surge strips, charging cellphones.\n\ngazans and international aid groups say that israel’s decision to cut off water and its insistence that no fuel can enter the territory have created a man-made drought.\n\nthe small amount of aid that has entered the territory from egypt in recent days has included some water, as well as water purification supplies. but it is nowhere near sufficient to meet the needs of gaza’s 2.3 million residents, more than half of whom have been displaced from their homes, according to the united nations. and water facilities inside the territory cannot function without power sources.\n\nthe w.h.o. warned this week that an “imminent public health catastrophe looms” in gaza as people fleeing airstrikes crowd together in shelters. key infrastructure has been damaged amid the relentless campaign of airstrikes, which have coincided with a siege by israel that has cut off electricity, fuel, food and water. twelve of the enclave’s 35 hospitals were out of service because of fuel shortages or damage, according to the w.h.o.\n\nhussein owda, an aid worker with unrwa, the u.n. agency that aids palestinians, has found himself among the residents of an overcrowded shelter run by his employer in khan younis. the roughly 22,000 people living there were drinking water that was normally used for irrigation, he said on tuesday. only 24 toilets were available, he added.\n\nthe shelter had received a bit of aid from the trucks that came in through the rafah border crossing. his family got one package of food and water, he said, adding that the last time he ate, on monday, he shared a can of meat from the box with his children. he was trying to convince his 9-year-old daughter that they were on a camping trip. she didn’t believe him.\n\n“every basic need for humans became a distant dream for us,” he said.\n\njaber yahya, a 50-year-old teacher in deir al balah, had to leave his home because there was bombing nearby. he and his family are staying with a cousin in the same city. clean drinking water, whether in bottles or delivered by truck, was increasingly hard to find — prices were higher, and vendors do not have fuel to deliver it, he said. people were mixing together fresh and brackish water to stretch the supply out of desperation, he said.\n\nhis household was sharing its solar power with a neighbor in exchange for well water. the water was very salty — you have to squeeze your eyes shut so they don’t burn when you wash your face, he said.\n\n“but we are lucky to have it,” he said.\n\njuliette touma, a spokeswoman for unrwa, said that the agency was prioritizing delivering aid to its health centers and shelters, and that it was distributing wheat to bakeries. some of the aid being distributed is part of pre-existing stocks that are slowly being exhausted, their distribution hampered by safety concerns and a lack of fuel for cars and trucks, ms. touma said.\nvideo\nwar through the eyes of gaza’s children\n3:18\nat a u.n. camp in southern gaza, children have been forced to flee their homes and live in squalid conditions while trying to make sense of a war with no end in sight.\n\nbefore the hamas attacks on israel on oct. 7, water entered gaza through three pipelines from israel, and from desalination plants that rendered water from the sea and an aquifer drinkable. but the extreme siege israel imposed in the aftermath of the attacks has hampered that access.\n\non oct. 15, some water from israel began to flow again to the pipeline leading to southern gaza, according to the u.n. office for the coordination of humanitarian affairs. but on monday, the pipeline stopped working suddenly “for unknown reasons,” the office said.\n\na spokesman for cogat, the israeli authority for the palestinian territories, said in a statement on tuesday that israel had “no obligation to provide goods and services to the terrorist organization hamas — especially in cases where the enemy uses them for war purposes (for example, with respect to electricity and fuel).”\n\nwithout providing evidence, the spokesman said that hamas had hit a water pipeline with a rocket, “as well as nine out of 10 power lines that entered the gaza strip from israel.”\n\n“it should be emphasized that there is currently no humanitarian crisis in the gaza strip,” the statement said, contradicting accounts, photos and videos from inside gaza documenting dire shortages and reports by aid organizations.\n\nthe u.n. humanitarian office said that limited amounts of fuel from u.n. reserves inside the territory had been distributed to key water facilities in southern and central gaza in recent days, allowing some of them to resume operations. two seawater desalination plants were working at about 40 percent capacity, it said, and some wells and pumping stations were also back online, allowing households still connected to the network to get water for a few hours a day.\n\nbut the north, where israel has focused a relentless campaign of airstrikes, was largely without any water at all. neither the desalination plant nor an israeli pipeline there was functioning, the u.n. humanitarian office said, while trucks that had been delivering water had to stop doing so on monday because of “ongoing military operations.”\n\nabu bakr bashir contributed reporting.\nkaroun demirjian\noct. 31, 2023, 3:58 p.m. etoct. 31, 2023\noct. 31, 2023, 3:58 p.m. et\n\nkaroun demirjianreporting from washington\nthe senate confirms jacob lew as u.s. ambassador to israel.\nimage\njacob j. lew sitting in front of a microphone. he is wearing a dark suit, a white shirt and a striped tie.\njacob j. lew, a former treasury secretary, was confirmed at a time when congress was rushing to respond to hamas’s oct. 7 attacks on israel.credit...al drago for the new york times\njacob j. lew sitting in front of a microphone. he is wearing a dark suit, a white shirt and a striped tie.\n\nthe senate on tuesday confirmed jacob j. lew as the next u.s. ambassador to israel, filling a post that the biden administration has argued is critical to efforts to help the country as it seeks to topple hamas in the gaza strip and ward off additional challenges from other iran-linked groups in the region.\n\nthe 53-to-43 vote reflected a deep partisan divide over whether mr. lew, who served as treasury secretary during the obama administration, was the right man for the job. only two republicans, senators lindsey graham of south carolina and rand paul of kentucky, joined all democrats in backing mr. lew’s confirmation.\n\nmr. lew’s confirmation comes as congress is rushing to respond to hamas’s oct. 7 attacks on israel and the ensuing war in gaza with a comprehensive package of emergency military and humanitarian assistance. president biden has requested a $105 billion national security spending package for the war efforts in israel and ukraine, as well as threats in the indo-pacific and along the u.s.-mexico border.\n\nthe task has been complicated by partisan divisions between the democratic-led senate, which is working to fulfill mr. biden’s request, and the republican-led house. the new speaker, mike johnson, republican of louisiana, has chosen instead to put forward a security assistance bill for israel alone and package it with a provision to roll back an i.r.s. enforcement initiative that was part of mr. biden’s deficit reduction measure.\n\nthough mr. biden nominated mr. lew before the war broke out, the urgency surrounding his confirmation has increased as the hostilities between israel and gaza have escalated. but while republicans acknowledged the need to install a senate-confirmed ambassador to the post, they rallied against mr. lew’s candidacy, arguing that his work promoting and carrying out a multinational nuclear pact with iran during the obama years had rendered him an untrustworthy interlocutor with israel.\n\nrepublicans and israeli officials vehemently opposed the iran deal, which eased certain sanctions in exchange for tehran giving up its nuclear ambitions, when it was struck in 2015. president donald j. trump later withdrew the united states from the pact.\n\n“a vote for him is a vote to subvert, not strengthen, our ally in its time of need,” senator tom cotton, republican of arkansas, said of mr. lew on the senate floor.\n\n“he lacks either the nerve or the will to really stand up for israel when it really matters and the chips are down, as they are today,” mr. cotton added.\n\ndemocrats have consistently defended mr. lew, insisting that his conduct as treasury secretary was above reproach and that his support for israel is undeniable.\n\n“mr. lew has a strong, long, proven record as a strong public servant and ferocious ally of israel,” senator chuck schumer, the majority leader, said on the floor on tuesday. he also asserted that “the need to confirm mr. lew is plain and irrefutable: israel is in crisis, america needs to stand with her, and a most urgent and obvious step would be to ensure that we have an ambassador in place.”\n\nrepublicans argued that mr. lew acted beyond his authority to try to ingratiate iran into the international banking system by leaning on banks to do business with tehran. they also accused him of trying to funnel money into iran’s coffers and of working to undermine israel’s interests at the united nations.\n\n“the underlying problem here is our policy and policies toward iran,” said senator jim risch of idaho, the top republican on the foreign relations committee. he argued that given iran’s key role as a financier of hamas and other groups in the region challenging israel, “the last thing we need is somebody who is very contrary to our view on how iran should be handled.”\n\ndemocrats said the israelis themselves backed mr. lew.\n\n“they are very much looking forward to having a confirmed ambassador from the united states in jerusalem to help in regards to the challenges they’re now facing as a result of hamas’s terrorist attack in israel, and they’re very much looking forward to jack lew being that ambassador — they told us that directly,” said senator benjamin l. cardin, democrat of maryland and the chairman of the foreign relations panel.\n\nhe added that mr. lew’s experience working on prisoner releases could prove critical as the united states seeks to free american and israeli hostages being held by hamas.\noct. 31, 2023, 3:42 p.m. etoct. 31, 2023\noct. 31, 2023, 3:42 p.m. et\n\nvivian yee and hiba yazbek\n\negyptian state media reported that some wounded palestinians would be able to leave the rafah border crossing with gaza on wednesday and seek treatment in egypt. gazan officials said in a statement that they had been notified that egypt would accept 81 seriously injured people for treatment in egyptian hospitals.\nkaroun demirjian\noct. 31, 2023, 3:33 p.m. etoct. 31, 2023\noct. 31, 2023, 3:33 p.m. et\n\nkaroun demirjianreporting from washington\n\nantony blinken, the secretary of state, met with house speaker mike johnson on tuesday, as the new g.o.p. leader defies the biden administration’s wishes by having the house vote on a standalone bill to send security aid to israel, instead of a broader, $105 billion package to speed assistance to address various crises around the world.\nkaroun demirjian\noct. 31, 2023, 3:33 p.m. etoct. 31, 2023\noct. 31, 2023, 3:33 p.m. et\n\nkaroun demirjianreporting from washington\n\n“it was a very good meeting, i really appreciate the opportunity,” blinken said afterward. “i’ll leave our conversation at that.”\noct. 31, 2023, 3:13 p.m. etoct. 31, 2023\noct. 31, 2023, 3:13 p.m. et\n\nmatthew mpoke bigg, karen zraick and aaron boxerman\nimages of the jabaliya refugee camp show a large crater and widespread damage.\nimage\npeople stand in the rubble of the jabaliya refugee camp in gaza. some search for victims.\npalestinians searching for casualties after an israeli airstrike on tuesday in jabaliya refugee camp in the gaza strip.credit...reuters\npeople stand in the rubble of the jabaliya refugee camp in gaza. some search for victims.\n\nan airstrike that israel said was aimed at hamas militants hit a densely populated neighborhood in gaza, flattening buildings, leaving a massive crater and causing widespread damage. hamas health officials and the medical director of a nearby hospital said many people were wounded or killed.\n\n“the hospital’s yards, corridors and parks have been filled to the brim,” said atef al-kahlout, the director of the indonesian hospital in gaza, near the site of the strike. he added that the strike had “razed a residential square.” dr. marwan sultan, medical director of the indonesian hospital, said the facility was receiving hundreds of injured people and that dozens more were dead.\n\nisrael’s military said in a statement that its fighter jets carried out a broad attack that had struck hamas militants, including a commander, ibrahim biari, who israeli officials accused of having helped to plan the oct. 7 massacres that left 1,400 people dead, mostly civilians.\n\n“his elimination was carried out as part of a wide-scale strike on terrorists and terror infrastructure belonging to the central jabaliya battalion, which had taken control over civilian buildings in gaza city,” the military said.\n\njabaliya\n\njabaliya\n\nrefugee camp\n\nlocation\n\nof damage\n\narea\n\nof detail\n\ngaza\n\ncity\n\ngaza\n\nsource: planet labs (satellite imagery, taken oct. 30); verified photos and video\n\nby the new york times\n\nhazem qassem, a hamas spokesman, denied that a hamas commander had been in the area struck by israel fighter jets in jabaliya on tuesday afternoon.\n\nin a later statement read on israeli television, daniel hagari, the chief israeli military spokesman, said the devastation in jabaliya was caused by the collapse of underground structures built by militants.\n\nthe strike on the site where mr. biari was located “collapsed other structures because there was extensive underground infrastructure in jabaliya whose goal was realizing terrorist operations,” he said. it was not immediately possible to verify the claim.\n\nphotographs showed shattered apartment blocks and piles of rubble around at least one large crater in jabaliya, as well as rows of what appeared to be bodies wrapped in white sheets on the ground.\n\nin one picture, scores of people stood around a crater, which was several yards deep and contained large shards of concrete. in another, civilians carried casualties away from damaged buildings.\n\nthe refugee camp in jabaliya is the largest of the gaza strip’s eight camps and is populated by people who were displaced from what is now israel in the 1940s and their descendants. while it is called a camp, the area is built up and densely populated, rather than a tent city. the camp is just to the north of gaza city, the largest urban settlement in gaza.\n\nthe united nations says that as of this year, there were more than 116,000 people registered at the camp with unrwa, the u.n. agency that aids palestinians, though it was unclear how many had left in recent weeks.\n\nisrael has continuously bombed gaza in retaliation for the oct. 7 attack. more than 8,500 people have been killed, including more than 3,500 children, according to the gazan health ministry, which is controlled by hamas. those numbers could not be independently confirmed.\n\nisraeli ground forces this week have been advancing toward gaza city from both the north and the east amid an even more intense barrage of airstrikes.\n\nisrael’s military has repeatedly warned civilians to evacuate to southern gaza. it has also conducted bombings in the south. the israeli government says that hamas’s military wing hides amid civilians and israel can legitimately target those areas. some human rights groups say that israel has used disproportionate force in its war against hamas and that some of its airstrikes amount to war crimes, something israel denies.\n\njordan’s foreign ministry condemned the attack on tuesday evening, writing that it held israel responsible for an “act that contradicts all human and moral values and the rules of international humanitarian law.” the foreign ministry of egypt called the attack “inhumane” and a “blatant violation by israeli forces of international law.”\n\nhiba yazbek contributed reporting.\naaron boxerman\noct. 31, 2023, 2:56 p.m. etoct. 31, 2023\noct. 31, 2023, 2:56 p.m. et\n\naaron boxermanreporting from jerusalem\n\nhazem qassem, a hamas spokesman, denied that a hamas commander had been in the area struck by israeli fighter jets in jabaliya.\nlisa friedman\noct. 31, 2023, 2:54 p.m. etoct. 31, 2023\noct. 31, 2023, 2:54 p.m. et\n\nlisa friedman\n\njohn kirby, a national security council spokesman, defended the administration’s support to get fuel and humanitarian aid into gaza, despite concerns by the israeli government that hamas will stockpile it. kirby said the u.s. has seen “no indication” that the terrorist group has taken any humanitarian assistance that has entered gaza.  \nlisa friedman\noct. 31, 2023, 2:54 p.m. etoct. 31, 2023\noct. 31, 2023, 2:54 p.m. et\n\nlisa friedman\n\n“we understand where the concerns are coming from,” kirby said of delivering fuel. “our argument is it is also a legitimate need for the innocent civilians in gaza who are suffering.”\naaron boxerman\noct. 31, 2023, 2:06 p.m. etoct. 31, 2023\noct. 31, 2023, 2:06 p.m. et\n\naaron boxermanreporting from jerusalem\n\nhamas did not immediately comment on israel’s claim that a senior hamas commander was killed in the israeli strike in jabaliya.\naaron boxerman\noct. 31, 2023, 2:06 p.m. etoct. 31, 2023\noct. 31, 2023, 2:06 p.m. et\n\naaron boxermanreporting from jerusalem\n\nthe israeli military said that israeli fighter jets had struck hamas militants, including ibrahim biari, a commander, in gaza’s jabaliya refugee camp. according to the israeli military, biari — who it said had been killed in the attack — was a key plotter of the hamas-led massacres in israel on oct. 7. “as a result of the strike, a large number of terrorists who were with biari were killed,” the israeli military said, adding that “underground terror infrastructure” beneath the buildings had collapsed following the strike.\nimage\ncredit...reuters\neileen sullivan\noct. 31, 2023, 1:56 p.m. etoct. 31, 2023\noct. 31, 2023, 1:56 p.m. et\n\neileen sullivanreporting from washington\n\nchristopher a. wray, the f.b.i. director, said threats against jewish people in the united states are reaching “historic levels.”\n\n“the jewish community is targeted by terrorists really across the spectrum — homegrown violent extremists, foreign terrorist organizations, both sunni and shia, domestic violent extremists,” wray told senators on the homeland security and governmental affairs committee. he said that jewish people represent less than 3 percent of the american population, but receive about 60 percent of the religious-based hate crimes.\nluis ferré sadurní\noct. 31, 2023, 1:55 p.m. etoct. 31, 2023\noct. 31, 2023, 1:55 p.m. et\n\nluis ferré sadurní\n\ngov. kathy hochul said “a person of interest” was arrested by the new york state police and would be questioned in connection with the threats posted online against jewish students at cornell university over the weekend. the online posts had urged people to kill jews and tear down the campus’s jewish center.\noct. 31, 2023, 1:47 p.m. etoct. 31, 2023\noct. 31, 2023, 1:47 p.m. et\n\nfarnaz fassihi\nu.n. human rights lawyer retires, criticizes the agency and calls the israeli strikes in gaza ‘genocide.’\nimage\nrow after row of ruined multistory concrete buildings, some reduced to rubble, in gaza.\ndestroyed buildings in gaza this week.credit...tamir kalifa for the new york times\nrow after row of ruined multistory concrete buildings, some reduced to rubble, in gaza.\n\nthe director of the new york office of the u.n.’s human rights agency has stepped down, accusing the u.n. in a sharply worded letter of abandoning its own principles and international law, and of failing to stop israel’s deadly bombardment of gaza, which he called a “genocide.”\n\nthe former director, craig mokhiber, a human rights lawyer, wrote in the letter dated oct. 28: “i write at a moment of great anguish for the world, including for many of our colleagues. once again, we are seeing a genocide unfolding before our eyes, and the organization that we serve appears powerless to stop it.”""]",10/31/2023,News,1,0,0
NYT,"the overarching theme of her message is this: when people reject zionism, suggesting that israel does not have the right to exist as a jewish state, it is code for hatred of jews themselves. “when a massacre occurs that is more barbaric than the world had seen in generations, people actually say, ‘well, but israel kind of deserves that,’” ms. tishby said. “anti-zionism is antisemitism.”",11/2/2023,News,1,0,0
NYT,"hamas is holding more than 150 israelis, mostly civilians, hostage, complicating the military’s response. and the extent of a massacre at a concert near the border with gaza is becoming clearer."", ",10/8/2023,News,1,0,0
NYT,"“we’ve had hundreds massacred, families wiped out in their beds in their homes, women brutally raped and murdered, over 100 kidnapped, including children,” mr. netanyahu told mr. biden, according to a transcript released by the prime minister’s office. “they took dozens of children, bound them up, burned them and executed them. they beheaded soldiers. they mowed down these youngsters who came to a nature festival.”",10/9/2023,News,1,0,0
NYT,"with more than 900 israelis reported killed and about 150 taken hostage, including women and children, administration officials agreed that mr. netanyahu had no choice but to respond with overwhelming force. any country in the world would retaliate if its territory were invaded by land, sea and air and its citizens massacred at a concert or dragged out of their homes to be shot or hauled off as captives.",10/9/2023,News,1,0,0
NYT,the president’s ire reflected a long history with israel going back to the early 1970s when he was a senator and the many years since that he has positioned himself as a supporter of the jewish state. and it mirrored emotions roiling much of the white house in recent days amid graphic reports of massacres of women and children.,10/9/2023,News,1,0,0
NYT,"“it’s not a war or a battlefield; it’s a massacre,” said maj. gen. itai veruv, an israeli commander on the scene. “it’s something i never saw in my life, something more like a pogrom from our",10/9/2023,News,1,0,0
NYT,"a breach in the border fence is visible in the video, about a thousand feet from the communications tower. the tower is two-and-a-half miles west of the be’eri kibbutz, near the northern end of gaza, where hamas fighters massacred more than 100 israelis and took others as hostages on saturday.",10/9/2023,News,1,0,0
NYT,"as israeli soldiers retook two dozen towns and villages near gaza from hamas fighters, the scale of the atrocities visited on civilians was coming into focus: in kfar azza, a kibbutz a mile and a half from gaza, more than a dozen bloated bodies were lying on the ground. soldiers carried slain residents on stretchers. houses had been ransacked or burned down. “it’s not a war or a battlefield; it’s a massacre,” said maj. gen. itai veruv, an israeli commander on the scene.",10/9/2023,News,1,0,0
wapo,"and against that backdrop — a domestic hostility that has steadily increased year after year — the massacre in israel feels palpable and even foreboding here in america, where hatred of jews is very real.",10/9/2023,News,1,0,0
wapo,"just days after that massacre, d.c. police arrested a man who said he supported that attack. jeffrey “raph” clark, a guy born in d.c. who went to liberal, local schools, had a basement full of nooses, ammo, armored vests and a sketch of someone with a gun aimed at the head of a bearded man wearing a yarmulke.",10/9/2023,News,1,0,0
