Media Source,Date,Headline,link,Type (News/Editorial)
wapo,10/28/2023,"Israeli troops push into Gaza for war’s ‘second stage,’ Netanyahu saysSteve Hendrix • October 28, 2023",https://www.washingtonpost.com/world/2023/10/28/israel-gaza-ground-operation/,News
wapo,10/28/2023,"Hostage families say Israel operation in Gaza could endanger loved onesKevin Sieff • October 28, 2023",https://www.washingtonpost.com/world/2023/10/28/israel-gaza-hostages-hamas/,News
wapo,10/28/2023,"Internet partially restored in Gaza; Israel expands ground operations October 28, 2023",https://www.washingtonpost.com/world/2023/10/28/israel-war-hamas-gaza-news-palestine/,News
wapo,10/28/2023,"No text, no talk. Palestinians plunged into digital darkness in Gaza. William Booth • October 28, 2023",https://www.washingtonpost.com/world/2023/10/28/gaza-communications-blackout-israel/,News
wapo,10/28/2023,"Muslim students stage walkouts in Fairfax high schools over Gaza warKarina Elwood • October 28, 2023",https://www.washingtonpost.com/education/2023/10/28/fairfax-high-school-palestinian-walkouts/,News
wapo,10/27/2023,"Analysis | What Chris Coons learned in IsraelTheodoric Meyer • October 27, 2023",https://www.washingtonpost.com/politics/2023/10/27/what-chris-coons-learned-israel/,News
wapo,10/27/2023,"How Hamas broke through Israel’s border defenses during Oct. 7 attackShira Rubin • October 27, 2023",https://www.washingtonpost.com/world/2023/10/27/hamas-attack-israel-october-7-hostages/,News
wapo,10/27/2023,"Israel expands ground operations in Gaza war amid U.S. calls for restraintSteve Hendrix • October 27, 2023",https://www.washingtonpost.com/world/2023/10/27/israel-gaza-war/,News
wapo,10/27/2023,"Israel says it is expanding ground operations in Gaza amid internet outage, heavy bombardment October 27, 2023",https://www.washingtonpost.com/world/2023/10/27/israel-war-hamas-gaza-news-palestine/,News
wapo,10/27/2023,"U.S. urges Israel against Gaza ground invasion, pushes surgical campaignYasmeen Abutaleb • October 27, 2023",https://www.washingtonpost.com/politics/2023/10/27/us-urging-israel-rethinkg-gaza-ground-invasion/,News
wapo,10/27/2023,"U.S., in policy switch, urges humanitarian pauses in Gaza Karen DeYoung • October 27, 2023",https://www.washingtonpost.com/national-security/2023/10/27/gaza-israel-humanitarian-pause/,News
wapo,10/27/2023,"White House scrambles to repair relations with Arab, Muslim Americans Hannah Allam • October 27, 2023",https://www.washingtonpost.com/politics/2023/10/27/biden-israel-palestine-muslim-americans-war/,News
wapo,10/26/2023,"An Israeli passport in a bloody minibus leads to a Bedouin community in fearLoveday Morris • October 26, 2023",https://www.washingtonpost.com/world/2023/10/26/israel-bedouin-arab-hamas/,News
wapo,10/26/2023,"Analysis | Why hasn’t Israel’s Gaza offensive started yet?Adam Taylor • October 25, 2023",https://www.washingtonpost.com/world/2023/10/26/why-israel-gaza-offensive-delay-start/,News
wapo,10/26/2023,"Israel raids Gaza with tanks; U.N. says ‘nowhere is safe’ for civiliansMiriam Berger • October 26, 2023",https://www.washingtonpost.com/world/2023/10/26/israel-gaza-war-hamas-civilians/,News
wapo,10/26/2023,"See how Israel’s siege has plunged Gaza into darkness and isolationRuby Mellen • October 26, 2023",https://www.washingtonpost.com/world/2023/10/26/gaza-israel-siege-blackout-isolation/,News
wapo,10/26/2023,"European bans on pro-Palestinian protests prompt claims of biasKate Brady • October 26, 2023",https://www.washingtonpost.com/world/2023/10/26/palestine-protest-ban-france-germany/,News
wapo,10/26/2023,"‘Nowhere safe’: In southern Gaza, a scramble in vain to outrun the warHazem Balousha • October 26, 2023",https://www.washingtonpost.com/world/2023/10/26/gaza-attacks-israel-war/,News
wapo,10/26/2023,"A barrage and a midair explosion: What visual evidence shows about the Gaza hospital blastEvan Hill • October 26, 2023",https://www.washingtonpost.com/investigations/2023/10/26/gaza-hospital-blast-evidence-israel-hamas/,News
wapo,10/26/2023,"Analysis | The ‘after the war’ work piles up for Biden, NetanyahuOlivier Knox • October 26, 2023",https://www.washingtonpost.com/politics/2023/10/26/after-war-work-piles-up-biden-netanyahu/,News
wapo,10/26/2023,"U.S., Qatar to revisit Doha’s ties to Hamas after Gaza hostage crisisJohn Hudson • October 26, 2023",https://www.washingtonpost.com/national-security/2023/10/26/qatar-hamas-hostage-negotiations/,News
wapo,10/25/2023,"Fearing war and unrest, Arab leaders demand end to Israeli assault on GazaKareem Fahim • October 25, 2023",https://www.washingtonpost.com/world/2023/10/25/uae-egypt-lebanon-leaders-israel-hamas-war/,News
wapo,10/25/2023,"Analysis | Israel says Hamas ‘is ISIS.’ But it’s not.Ishaan Tharoor • October 24, 2023",https://www.washingtonpost.com/world/2023/10/25/hamas-isis-islamic-state-israel-terrorism-analogy/,News
wapo,10/25/2023,"Analysis | It’s baaack. Twenty years after Iraq, the Israel-Gaza war resurrects ‘axis of evil’Olivier Knox • October 25, 2023",https://www.washingtonpost.com/politics/2023/10/25/its-baaack-twenty-years-after-iraq-israel-gaza-war-resurrects-axis-evil/,News
wapo,10/25/2023,"Calls rising globally for pause in Israel-Gaza violence to let aid arriveMiriam Berger • October 25, 2023",https://www.washingtonpost.com/world/2023/10/25/israel-gaza-hamas-war-turkey/,News
wapo,10/25/2023,"Israel says Gaza ground assault to come. But first is battle over risks.Steve Hendrix • October 25, 2023",https://www.washingtonpost.com/world/2023/10/25/israel-gaza-invasion-delays/,News
wapo,10/25/2023,"Progressives rebel against Biden’s handling of Israel-Gaza crisisMarisa Iati • October 25, 2023",https://www.washingtonpost.com/politics/2023/10/25/biden-progressives-israel-gaza/,News
wapo,10/25/2023,"U.S., Russia veto each other’s U.N. resolutions on Israel-Gaza warKaren DeYoung • October 25, 2023",https://www.washingtonpost.com/national-security/2023/10/25/israel-gaza-russia-us-united-nations/,News
wapo,10/25/2023,"Wednesday briefing: Israel-Gaza war; Tom Emmer and Mike Johnson; Jenna Ellis; Hurricane Otis; Richard Roundtree; and more Jamie Ross • October 25, 2023",https://www.washingtonpost.com/the-seven/2023/10/25/what-to-know-for-october-25/,News
wapo,10/25/2023,"Where celebrities went wrong opining on the Israel-Gaza warSamantha Chery • October 25, 2023",https://www.washingtonpost.com/entertainment/2023/10/25/celebrities-react-israel-gaza-war-palestinian-hamas/,News
wapo,10/25/2023,"Biden, shifting tone, stresses need for Palestinian state after warYasmeen Abutaleb • October 25, 2023",https://www.washingtonpost.com/politics/2023/10/25/us-fears-escalation-israel-gaza-war/,News
wapo,10/25/2023,"Hamas tunnels under Gaza stretch miles, holding hostages and weaponsBryan Pietsch • October 25, 2023",https://www.washingtonpost.com/world/2023/10/25/hamas-gaza-tunnels/,News
wapo,10/24/2023,"Israeli soccer team, a model of pluralism, comes undone over Gaza warKevin Sieff • October 24, 2023",https://www.washingtonpost.com/world/2023/10/24/israel-hamas-attack-maccabi-haifa-soccer/,News
wapo,10/24/2023,"Analysis | Israel-Gaza war tests America’s ability to deter IranOlivier Knox • October 24, 2023",https://www.washingtonpost.com/politics/2023/10/24/israel-gaza-war-tests-americas-ability-deter-iran/,News
wapo,10/24/2023,"Biden preps $50 billion for domestic crises on top of Israel, Ukraine aidJeff Stein • October 24, 2023",https://www.washingtonpost.com/business/2023/10/24/white-house-domestic-supplemental-spending/,News
wapo,10/24/2023,"In Israel, Macron proposes using anti-ISIS coalition against Hamas Kevin Sieff • October 24, 2023",https://www.washingtonpost.com/world/2023/10/24/israel-hamas-gaza-war-airstrikes/,News
wapo,10/24/2023,"Israel’s massive democracy movement is ready for war Steve Hendrix • October 24, 2023",https://www.washingtonpost.com/world/2023/10/24/israel-democracy-protesters-war-aid/,News
wapo,10/24/2023,"U.S. details intelligence it says clears Israel in Gaza hospital blastShane Harris • October 24, 2023",https://www.washingtonpost.com/national-security/2023/10/24/al-ahli-hospital-us-intelligence/,News
wapo,10/24/2023,"24 U.S. troops injured in attacks since Gaza war began, officials sayDan Lamothe • October 24, 2023",https://www.washingtonpost.com/national-security/2023/10/24/us-troops-attacked-syria-iraq-israel-hamas-gaza/,News
wapo,10/24/2023,"Analysis | The election that led to Hamas taking over GazaIshaan Tharoor • October 23, 2023",https://www.washingtonpost.com/world/2023/10/24/gaza-election-hamas-2006-palestine-israel/,News
wapo,10/24/2023,"Released Hamas hostage was held in ‘spiderweb’ of damp tunnels under GazaKevin Sieff • October 24, 2023",https://www.washingtonpost.com/world/2023/10/24/israel-hamas-hostage-released-testimony/,News
wapo,10/24/2023,"Tuesday briefing: Hostages freed from Gaza; House speaker vote; Joseph Emerson; Louisiana pileup; NBA opening night; and moreHannah Jewell • October 24, 2023",https://www.washingtonpost.com/the-seven/2023/10/24/what-to-know-for-october-24/,News
wapo,10/24/2023,"Violent videos and ‘brutal voyeurism’ are redefining modern warDrew Harwell • October 24, 2023",https://www.washingtonpost.com/technology/2023/10/24/israel-war-violent-videos/,News
wapo,10/24/2023,"Why news outlets and the U.N. rely on Gaza Health Ministry for death tollsAdam Taylor • November 23, 2023",https://www.washingtonpost.com/world/2023/10/24/gaza-death-toll-palestinian-health-ministry/,News
wapo,10/23/2023,"Israeli forces intensify airstrikes on Gaza; more hostages are releasedMiriam Berger • October 23, 2023",https://www.washingtonpost.com/world/2023/10/23/israel-hamas-gaza-airstrikes/,News
wapo,10/23/2023,"Analysis | How much will the Israel-Gaza war widen? And four other questions.Olivier Knox • October 23, 2023",https://www.washingtonpost.com/politics/2023/10/23/how-much-will-israel-gaza-war-widen-four-other-questions/,News
wapo,10/23/2023,"Analysis | Israel’s bombing of Gaza undercuts the West’s Ukraine moralismIshaan Tharoor • October 22, 2023",https://www.washingtonpost.com/world/2023/10/23/israel-west-moralism-hypocrisy-veto/,News
wapo,10/23/2023,"China’s top diplomat to visit D.C. amid tensions over South China Sea, IsraelMichael Birnbaum • October 23, 2023",https://www.washingtonpost.com/national-security/2023/10/23/blinken-wang-china-us-meeting/,News
wapo,10/23/2023,"Obama urges Israel to minimize civilian casualties in war with HamasMariana Alfaro • October 23, 2023",https://www.washingtonpost.com/politics/2023/10/23/barack-obama-israel-gaza/,News
wapo,10/23/2023,"West Bank militancy surges as Israel steps up raids and arrestsSusannah George • October 23, 2023",https://www.washingtonpost.com/world/2023/10/23/israel-arrests-palestinians-west-bank/,News
wapo,10/23/2023,"Advice|Ask Amy: Should I have a baby to keep my husband from going to war?Amy Dickinson • October 22, 2023",https://www.washingtonpost.com/advice/2023/10/23/ask-amy-husband-military-service-baby/,News
wapo,10/23/2023,"U.S. readies plans for mass evacuations if Gaza war escalatesYasmeen Abutaleb • October 23, 2023",https://www.washingtonpost.com/national-security/2023/10/23/us-evacuation-plans-israel-lebanon-hamas-war/,News
wapo,10/22/2023,"How the Biden administration tried to slow Israel’s invasion of GazaKaren DeYoung • October 22, 2023",https://www.washingtonpost.com/national-security/2023/10/22/israel-gaza-invasion-biden/,News
wapo,10/22/2023,"Israel-Gaza war prompts U.S. employees to demand companies take a sideCaroline O'Donovan • October 22, 2023",https://www.washingtonpost.com/technology/2023/10/22/google-amazon-meta-gaza-israel-contracts/,News
wapo,10/22/2023,"Where China stands on the Israel-Gaza war and what it stands to gainChristian Shepherd • October 22, 2023",https://www.washingtonpost.com/world/2023/10/22/china-israel-gaza-hamas/,News
wapo,10/22/2023,"Gaza gets some aid — but no fuel — as power crisis upends livesHazem Balousha • October 22, 2023",https://www.washingtonpost.com/world/2023/10/22/gaza-fuel-israel-hamas/,News
wapo,10/22/2023,"Hezbollah steps up attacks, IDF says, fueling fears of wider conflict Noga Tarnopolsky • October 22, 2023",https://www.washingtonpost.com/world/2023/10/22/israel-gaza-war-hezbollah-iran/,News
wapo,10/21/2023,"After two American hostages are freed, hope and anguish remain in IsraelSteve Hendrix • October 21, 2023",https://www.washingtonpost.com/world/2023/10/21/israel-gaza-hostages/,News
wapo,10/21/2023,"How did McDonald’s become a new flash point in the Israel-Gaza war?Mohamad El Chamaa • October 21, 2023",https://www.washingtonpost.com/world/2023/10/21/mideast-mcdonalds-israel-arab-world/,News
wapo,10/21/2023,"Israel says it will step up attacks as first aid convoy reaches GazaClaire Parker • October 21, 2023",https://www.washingtonpost.com/world/2023/10/21/israel-gaza-egypt-aid-summit/,News
wapo,10/21/2023,"Israel to increase strikes on Gaza; IDF chief says ‘the enemy is preparing’ October 21, 2023",https://www.washingtonpost.com/world/2023/10/21/israel-news-hamas-war-gaza-updates/,News
wapo,10/21/2023,"Jewish schools adjust security as Israel-Gaza war stokes fearsLauren Lumpkin • October 21, 2023",https://www.washingtonpost.com/education/2023/10/21/jewish-schools-threats-security/,News
wapo,10/21/2023,"University leaders search for the right words amid Israel-Gaza war Nick Anderson • October 21, 2023",https://www.washingtonpost.com/education/2023/10/21/dc-colleges-universities-israel-hamas-statements/,News
wapo,10/21/2023,"Documents found on fighters reveal Hamas capabilities, bloody plansLoveday Morris • October 21, 2023",https://www.washingtonpost.com/world/2023/10/21/hamas-documents-plans-israel-attack/,News
wapo,10/21/2023,"In Gaza war, Qatar revisits role as regional mediatorKareem Fahim • October 21, 2023",https://www.washingtonpost.com/world/2023/10/21/qatar-gaza-hostages-american/,News
wapo,10/20/2023,"Analysis | Why the Israel-Gaza war represents a broader crisis for global justiceAdam Taylor • October 19, 2023",https://www.washingtonpost.com/world/2023/10/20/israel-hamas-war-crimes-gaza-justice-genocide-international-criminal-court/,News
wapo,10/20/2023,"Friday briefing: Biden’s Israel speech; Sidney Powell guilty plea; Jim Jordan; winter forecast; DeLorean discovery; and moreJamie Ross • October 20, 2023",https://www.washingtonpost.com/the-seven/2023/10/20/what-to-know-for-october-20/,News
wapo,10/20/2023,"The media navigates a war of words for reporting on Gaza and IsraelPaul Farhi • October 20, 2023",https://www.washingtonpost.com/style/media/2023/10/20/israel-gaza-strike-hospital-blast/,News
wapo,10/20/2023,"What’s in Biden’s $106 billion funding request for Israel, UkraineJeff Stein • October 20, 2023",https://www.washingtonpost.com/business/2023/10/20/biden-ukraine-israel-package/,News
wapo,10/20/2023,"Pro-Palestinian creators use secret spellings, code words to evade social media algorithmsNaomi Nix • October 20, 2023",https://www.washingtonpost.com/technology/2023/10/20/palestinian-tiktok-instagram-algospeak-israel-hamas/,News
wapo,10/20/2023,"Aid remains stalled as U.N. chief visits Rafah crossingClaire Parker • October 20, 2023",https://www.washingtonpost.com/world/2023/10/20/gaza-aid-egypt-rafah-crossing/,News
wapo,10/20/2023,"Amid Gaza aid delay, protests surge across regionSusannah George • October 20, 2023",https://www.washingtonpost.com/world/2023/10/20/israel-gaza-protests/,News
wapo,10/20/2023,"Analysis | The health-care crisis in GazaFenit Nirappil • October 20, 2023",https://www.washingtonpost.com/politics/2023/10/20/health-care-crisis-gaza/,News
wapo,10/20/2023,"Hamas releases two Americans it held captive in GazaSteve Hendrix • October 20, 2023",https://www.washingtonpost.com/world/2023/10/20/american-captives-released-gaza-raanan/,News
wapo,10/20/2023,"Historic church sheltering civilians struck in deadly Gaza City blastMiriam Berger • October 20, 2023",https://www.washingtonpost.com/world/2023/10/20/gaza-church-strike-saint-porphyrius/,News
wapo,10/20/2023,"Hundreds of Americans trapped in Gaza with ‘no place safe for us to go’Joanna Slater • October 20, 2023",https://www.washingtonpost.com/world/2023/10/20/americans-trapped-gaza-israel-war/,News
wapo,10/20/2023,"Islamic Relief, other charities call for cease-fire to allow aid to reach GazaBob Smietana • October 20, 2023",https://www.washingtonpost.com/religion/2023/10/20/islamic-relief-other-charities-call-cease-fire-allow-aid-reach-gaza/,News
wapo,10/20/2023,"Republicans target visas of student protesters. That violates free speech, experts say.Dylan Wells • October 20, 2023",https://www.washingtonpost.com/politics/2023/10/20/republican-presidential-candidates-students-protests-israel-hamas/,News
wapo,10/20/2023,"Threats prompt relocation of Council on American-Islamic Relations galaFredrick Kunkle • October 20, 2023",https://www.washingtonpost.com/dc-md-va/2023/10/20/israel-hamas-cair-gala-cancel/,News
wapo,10/20/2023,"U.S. effort to free Gaza hostages accelerates as ground war loomsMichael Birnbaum • October 20, 2023",https://www.washingtonpost.com/national-security/2023/10/20/american-hostages-gaza/,News
wapo,10/19/2023,"Families of Israeli hostages held by Hamas cling to digital cluesShira Rubin • October 19, 2023",https://www.washingtonpost.com/world/2023/10/19/israel-hostages-hamas-gaza/,News
wapo,10/19/2023,"Biden urges help for Israel and Ukraine in high-stakes Oval Office speechMarisa Iati • October 19, 2023",https://www.washingtonpost.com/politics/2023/10/19/biden-speech-israel-ukraine/,News
wapo,10/19/2023,"In photos: The Israel-Gaza war’s devastationWashington Post Staff • October 19, 2023",https://www.washingtonpost.com/world/2023/10/19/israel-hamas-war-photos/,News
wapo,10/19/2023,"Perspective|The Israel-Gaza war: News literacy lessonsValerie Strauss • October 19, 2023",https://www.washingtonpost.com/education/2023/10/19/israel-hamas-war-news-literacy-lessons/,News
wapo,10/19/2023,"UEFA-sanctioned soccer matches halted indefinitely in IsraelGlynn A. Hill • October 19, 2023",https://www.washingtonpost.com/sports/2023/10/19/israel-will-not-host-uefa-soccer-matches/,News
wapo,10/19/2023,"What is Islamic Jihad, the group Israel blames for Gaza hospital strike?Andrew Jeong • October 19, 2023",https://www.washingtonpost.com/world/2023/10/19/islamic-jihad-gaza-hospital-hamas/,News
wapo,10/19/2023,"Palestinian Americans decry negative media portrayals, fear hate crimesKathryn Post • October 19, 2023",https://www.washingtonpost.com/religion/2023/10/19/israel-hamas-wadea-al-fayoume-us-palestinians/,News
wapo,10/19/2023,"As Gaza crisis escalates, some experts fear a Hamas ‘surprise’Joby Warrick • October 19, 2023",https://www.washingtonpost.com/national-security/2023/10/19/hamas-weapons-drones-submersible-missiles/,News
wapo,10/19/2023,"Gaza’s collapsing health system shows struggles of medical care in warFenit Nirappil • October 19, 2023",https://www.washingtonpost.com/health/2023/10/19/gaza-hospitals-israel-war/,News
wapo,10/19/2023,"Gazan families face agonizing choices as they search for safetyCate Brown • October 19, 2023",https://www.washingtonpost.com/world/2023/10/19/gaza-residents-seek-shelter-israel/,News
wapo,10/19/2023,"Gazans await aid amid growing flashpoints in regionNoga Tarnopolsky • October 19, 2023",https://www.washingtonpost.com/world/2023/10/19/sunak-israel-visit-gaza-aid/,News
wapo,10/19/2023,"Thursday briefing: Gaza hospital strike; Jim Jordan’s speaker bid; Joran van der Sloot; Leonard Cure; Pepper X; and moreJamie Ross • October 19, 2023",https://www.washingtonpost.com/the-seven/2023/10/19/what-to-know-for-october-19/,News
wapo,10/19/2023,"U.S. intercepts missiles near Yemen as troops face drone attacks in Middle EastDan Lamothe • October 19, 2023",https://www.washingtonpost.com/national-security/2023/10/19/us-troops-gaza-israel/,News
wapo,10/19/2023,"U.S.-approved aid faces several hurdles to reach desperate GazansLouisa Loveluck • October 19, 2023",https://www.washingtonpost.com/world/2023/10/19/gaza-aid-egypt-border-rafah-crossing/,News
wapo,10/18/2023,"Israelis hail Biden visit as Arab allies recoilJohn Hudson • October 18, 2023",https://www.washingtonpost.com/national-security/2023/10/18/biden-israel-arab-leaders/,News
wapo,10/18/2023,"300 arrested as Jewish protesters in D.C. demand Israel-Gaza cease-fireJustin Wm. Moyer • October 18, 2023",https://www.washingtonpost.com/dc-md-va/2023/10/18/dc-protest-israel-gaza-ceasefire-jewish/,News
wapo,10/18/2023,"Americans flee Israel on complicated charter flights and a cruise shipKaren Schwartz • October 18, 2023",https://www.washingtonpost.com/travel/2023/10/18/israel-gaza-war-charter-flights-cruise-ship/,News
wapo,10/18/2023,"Analysis | Biden cautions Israel on responding to its own 9/11Olivier Knox • October 18, 2023",https://www.washingtonpost.com/politics/2023/10/18/biden-cautions-israel-responding-its-own-911/,News
wapo,10/18/2023,"Analysis | Biden, in Israel, hits notes of loyalty, emotion — and cautionMatt Viser • October 18, 2023",https://www.washingtonpost.com/politics/2023/10/18/biden-israel-speech-visit-war/,News
wapo,10/18/2023,"Biden, in Tel Aviv, backs Israel’s claim of innocence on hospital blastTyler Pager • October 18, 2023",https://www.washingtonpost.com/politics/2023/10/18/biden-israel-hospital-netanyahu/,News
wapo,10/18/2023,"Biden’s pick for ambassador to Israel spars with Republican opponentsAbigail Hauslohner • October 18, 2023",https://www.washingtonpost.com/national-security/2023/10/18/jack-lew-israel-ambassador-hearing/,News
wapo,10/18/2023,"David Petraeus on Israel-Gaza conflict, Ukraine and evolution of warfare  Washington Post Live • November 21, 2023",https://www.washingtonpost.com/washington-post-live/2023/10/18/petraeus-roberts-evolution-warfare/,News
wapo,10/18/2023,"In historic visit, Biden embraces Israel, raises hope for Gaza aid Tyler Pager • October 18, 2023",https://www.washingtonpost.com/world/2023/10/18/israel-gaza-war-biden-mideast/,News
wapo,10/18/2023,"On Israel’s northern border, Hezbollah missiles fly and civilians fleeSteve Hendrix • October 18, 2023",https://www.washingtonpost.com/world/2023/10/18/israel-lebanon-hezbollah-gaza-war/,News
wapo,10/18/2023,"Press freedom group warns Israel against banning Al JazeeraLaura Wagner • October 18, 2023",https://www.washingtonpost.com/style/media/2023/10/18/israel-al-jazeera-committee-to-protect-journalists-threat-censor/,News
wapo,10/18/2023,"State Dept. official resigns, citing objection to Israel arms transfersMichael Birnbaum • October 18, 2023",https://www.washingtonpost.com/national-security/2023/10/18/state-department-josh-paul-resignation-israel/,News
wapo,10/18/2023,"At Gaza hospital, a hoped-for haven now scene of mourning and questionsHazem Balousha • October 18, 2023",https://www.washingtonpost.com/world/2023/10/18/gaza-hospital-blast-ahli-scene/,News
wapo,10/18/2023,"Damage maps of Gaza’s hard-hit areas since the start of the warJúlia Ledur • October 18, 2023",https://www.washingtonpost.com/world/2023/10/18/gaza-war-damage-images-maps/,News
wapo,10/18/2023,"Everything we know about the Gaza hospital strikeAdam Taylor • October 18, 2023",https://www.washingtonpost.com/world/2023/10/18/gaza-hospital-strike-al-ahli/,News
wapo,10/18/2023,"Fury after Gaza hospital blast surges across Middle East Kareem Fahim • October 18, 2023",https://www.washingtonpost.com/world/2023/10/18/middle-east-protests-gaza-israel-hospital/,News
wapo,10/18/2023,"Hamas turns to social media to get its message out — and to spread fearDrew Harwell • October 18, 2023",https://www.washingtonpost.com/technology/2023/10/18/hamas-social-media-terror/,News
wapo,10/18/2023,"State Department warns Americans not to travel to LebanonHeidi Pérez-Moreno • October 18, 2023",https://www.washingtonpost.com/travel/2023/10/18/do-not-travel-lebanon-israel-gaza-war/,News
wapo,10/18/2023,"War in Mideast inflames college campuses and raises fears of antisemitismNick Anderson • October 18, 2023",https://www.washingtonpost.com/education/2023/10/18/university-israel-hamas-college-tensions/,News
wapo,10/18/2023,"Wednesday briefing: Gaza hospital blast; Jim Jordan’s House speaker bid; Alec Baldwin; Direct File; and moreJamie Ross • October 18, 2023",https://www.washingtonpost.com/the-seven/2023/10/18/what-to-know-for-october-18/,News
wapo,10/18/2023,"West Bank protests spread over Gaza war; militants bide their time  Miriam Berger • October 18, 2023",https://www.washingtonpost.com/world/2023/10/18/west-bank-protests-gaza-palestinian-authority/,News
wapo,10/17/2023,"Strike on Gaza hospital kills hundreds, Palestinian officials say, as Biden departs for Israel visitHazem Balousha • October 17, 2023",https://www.washingtonpost.com/world/2023/10/17/israel-hamas-gaza-un-war/,News
wapo,10/17/2023,"Israeli tanks add drone protection cages, a lesson from Ukraine warAlex Horton • October 17, 2023",https://www.washingtonpost.com/national-security/2023/10/17/israel-tanks-drone-protection-gaza/,News
wapo,10/17/2023,"Ahead of Biden visit, Israel’s treatment of civilians looms largeMissy Ryan • October 17, 2023",https://www.washingtonpost.com/national-security/2023/10/17/biden-israel-gaza-civilian-casualties/,News
wapo,10/17/2023,"As traumatized southern Israel evacuates, residents ponder revengeLoveday Morris • October 17, 2023",https://www.washingtonpost.com/world/2023/10/17/israel-sderot-south-evacuation-gaza/,News
wapo,10/17/2023,"Before the U.S. recognized Israel, a president’s friend pushed the causeTimothy Bella • October 17, 2023",https://www.washingtonpost.com/history/2023/10/17/us-israel-biden-truman-history/,News
wapo,10/17/2023,"Donors are latest to punish Harvard over response to students’ Israel critiqueKelsey Ables • October 17, 2023",https://www.washingtonpost.com/education/2023/10/17/harvard-israel-gaza-hamas-wexner/,News
wapo,10/17/2023,"Pentagon surging thousands of troops toward Israel amid Gaza warDan Lamothe • October 17, 2023",https://www.washingtonpost.com/world/2023/10/17/us-deploys-sailors-marines-israel-hamas/,News
wapo,10/17/2023,"Tuesday briefing: Biden’s Israel visit; Trump gag order; Jim Jordan’s speaker bid; health impacts of stress; and moreJamie Ross • October 17, 2023",https://www.washingtonpost.com/the-seven/2023/10/17/what-to-know-for-october-17/,News
wapo,10/17/2023,"Under indictment, Sen. Menendez won’t attend classified briefing on IsraelLiz Goodwin • October 17, 2023",https://www.washingtonpost.com/politics/2023/10/17/bob-menendez-israel-briefing/,News
wapo,10/17/2023,"White House weighs $100 billion for Israel, Ukraine bill; plans in fluxJeff Stein • October 17, 2023",https://www.washingtonpost.com/business/2023/10/17/israel-aid-white-house-ukraine/,News
wapo,10/17/2023,"Why are Israel and Hamas at war? A basic explainer.Leo Sands and Adela Suliman • November 22, 2023",https://www.washingtonpost.com/world/2023/10/17/israel-hamas-war-reason-explained-gaza/,News
wapo,10/17/2023,"Fearing blame for Gaza conflict, anxiety grows among U.S. PalestiniansDanielle Paquette • October 17, 2023",https://www.washingtonpost.com/nation/2023/10/17/palestinian-american-communities-fears-gaza/,News
wapo,10/17/2023,"Biden faces physical risks in flying to war-torn Middle EastYasmeen Abutaleb • October 17, 2023",https://www.washingtonpost.com/politics/2023/10/17/biden-israel-gaza-trip-physical-danger/,News
wapo,10/17/2023,"Family of hostage Mia Shem pleads for her release after Hamas video Dan Rosenzweig-Ziff • October 17, 2023",https://www.washingtonpost.com/world/2023/10/17/mia-shem-hamas-hostage-video-mother/,News
wapo,10/17/2023,"The history of presidential visits to war zones, from Madison to BidenGillian Brockell • October 17, 2023",https://www.washingtonpost.com/history/2023/10/17/president-visits-war-zones-biden/,News
wapo,10/17/2023,"Visualizing the size of Gaza City compared with U.S. citiesDylan Moriarty • October 17, 2023",https://www.washingtonpost.com/world/2023/10/17/gaza-size-population-comparison/,News
wapo,10/17/2023,"White House must punish Iran over Hamas attacks, lawmakers sayJeff Stein • October 17, 2023",https://www.washingtonpost.com/business/2023/10/17/iran-hamas-israel-congress-sanctions/,News
wapo,10/17/2023,"Why Egypt’s Rafah border crossing is vital for Gaza crisisClaire Parker • October 17, 2023",https://www.washingtonpost.com/world/2023/10/17/rafah-crossing-egypt-gaza-war/,News
wapo,10/16/2023,"U.S. seeks Gaza aid, safe zones as Israeli invasion loomsJohn Hudson • October 16, 2023",https://www.washingtonpost.com/world/2023/10/16/israel-gaza-hamas-border-ceasefire/,News
wapo,10/16/2023,"Analysis | The language of caution creeps into Biden’s messages to IsraelOlivier Knox • October 16, 2023",https://www.washingtonpost.com/politics/2023/10/16/language-caution-creeps-into-bidens-messages-israel/,News
wapo,10/16/2023,"As Putin visits China, new anti-Western coalition turns on IsraelRobyn Dixon • October 16, 2023",https://www.washingtonpost.com/world/2023/10/16/putin-xi-russia-china-israel/,News
wapo,10/16/2023,"Biden to travel to Israel on WednesdayYasmeen Abutaleb • October 16, 2023",https://www.washingtonpost.com/politics/2023/10/16/biden-israel-visit/,News
wapo,10/16/2023,"Democrats’ unity starts cracking on Israel-Gaza conflictYasmeen Abutaleb • October 16, 2023",https://www.washingtonpost.com/politics/2023/10/16/democrats-split-israel-gaza-palestinians/,News
wapo,10/16/2023,"For Gazan workers stranded in Israel, being apart from family is agonyMiriam Berger • October 16, 2023",https://www.washingtonpost.com/world/2023/10/16/israel-gaza-workers-family-war-hamas/,News
wapo,10/16/2023,"How Hamas’s carefully planned Israel attack devolved into a chaotic rampageShira Rubin • October 16, 2023",https://www.washingtonpost.com/world/2023/10/16/hamas-attack-israel/,News
wapo,10/16/2023,"Jewish activists arrested during protest at White House over Israel-Gaza warEllie Silverman • October 16, 2023",https://www.washingtonpost.com/dc-md-va/2023/10/16/jewish-israel-gaza-white-house-protest-arrests/,News
